MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1201129	Decitabine	Small molecule	2006	L01BC08	L01BC08 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]	-citabine	DNA (cytosine-5)-methyltransferase 1 inhibitor			CHEMBL1993	DNA (cytosine-5)-methyltransferase 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=acaf6e50-7cd3-4431-98ef-d1c07e3ed8c2#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=acaf6e50-7cd3-4431-98ef-d1c07e3ed8c2#section-13	NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2
CHEMBL1201134	Lubiprostone	Small molecule	2006	A06AX03	A06AX03 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Other drugs for constipation]	-prost-	Chloride channel protein 2 opener			CHEMBL1628478	Chloride channel protein 2	OPENER	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=417aa15d-ac74-4fa8-a312-6e51e82ba70c#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=417aa15d-ac74-4fa8-a312-6e51e82ba70c#nlm34090-1	CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1
CHEMBL1201173	Medrysone	Small molecule	1969	S01BA08	S01BA08 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:6336597, URL:http://europepmc.org/abstract/MED/6336597	C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14
CHEMBL1201185	Lanreotide	Protein	2007	H01CB03	H01CB03 [Systemic Hormonal Preparations, Excl. :Pituitary And Hypothalamic Hormones And Analogues:Hypothalamic Hormones:Somatostatin and analogues]	-tide	Somatostatin receptor 2 agonist			CHEMBL1804	Somatostatin receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f11b1d88-74ca-4a6d-89fb-40d0f51bca95#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f11b1d88-74ca-4a6d-89fb-40d0f51bca95#nlm34090-1	CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)NC(=O)[C@H](N)Cc5ccc6ccccc6c5
CHEMBL1201206	Pipecuronium	Small molecule	1990	M03AC06	M03AC06 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Peripherally Acting Agents:Other quaternary ammonium compounds]	-ium	Muscle-type nicotinic acetylcholine receptor antagonist	non-depolarizing		CHEMBL2362997	Muscle-type nicotinic acetylcholine receptor	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX GROUP			Name:PubMed, SrcID:12426786, URL:http://europepmc.org/abstract/MED/12426786|Name:PubMed, SrcID:1748153, URL:http://europepmc.org/abstract/MED/1748153|Name:PubMed, SrcID:9227834, URL:http://europepmc.org/abstract/MED/9227834	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6
CHEMBL1201218	Cefamandole Nafate	Small molecule	1978			cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:ISBN, SrcID:0443-059748 PP. 694, URL:http://www.isbnsearch.org/isbn/0443059748|Name:ISBN, SrcID:0471-948470 PP. 494, URL:http://www.isbnsearch.org/isbn/0471948470	Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](OC=O)c4ccccc4)C3=O)C(=O)O
CHEMBL1201231	Prednisolone Phosphoric Acid	Small molecule	1973			pred-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:978-1-889788-85-2, URL:http://www.isbnsearch.org/isbn/9781889788852|Name:PubMed, SrcID:17132855, URL:http://europepmc.org/abstract/MED/17132855	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
CHEMBL1201232	Isopropamide	Small molecule	1957	A03AB09	A03AB09 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]	-pamide	Muscarinic acetylcholine receptor M3 antagonist	Role in regulating gastric secretion, M3 likely involved		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:13473394, URL:http://europepmc.org/abstract/MED/13473394|Name:PubMed, SrcID:15446040, URL:http://europepmc.org/abstract/MED/15446040	CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C
CHEMBL1201244	Rocuronium	Small molecule	1994	M03AC09	M03AC09 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Peripherally Acting Agents:Other quaternary ammonium compounds]	-ium	Muscle-type nicotinic acetylcholine receptor antagonist			CHEMBL2362997	Muscle-type nicotinic acetylcholine receptor	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX GROUP			Name:DailyMed, SrcID:setid=f1933332-1ae0-4dc1-be4c-694849e6c9f9#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f1933332-1ae0-4dc1-be4c-694849e6c9f9#nlm34090-1|Name:PubMed, SrcID:18842832, URL:http://europepmc.org/abstract/MED/18842832|Name:PubMed, SrcID:19417616, URL:http://europepmc.org/abstract/MED/19417616	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6
CHEMBL1201258	Pemetrexed	Small molecule	2004	L01BA04	L01BA04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Folic acid analogues]	-trexed	Thymidylate synthase inhibitor			CHEMBL1952	Thymidylate synthase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f5a860f3-37ec-429c-ae04-9c88d7c55c08#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5a860f3-37ec-429c-ae04-9c88d7c55c08#section-13	NC1=Nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c2C(=O)N1
CHEMBL1201260	Bethanidine	Small molecule	1982	C02CC01	C02CC01 [Cardiovascular System:Antihypertensives:Antiadrenergic Agents, Peripherally Acting:Guanidine derivatives]		Norepinephrine transporter substrate	accumulates and displaces NE		CHEMBL222	Norepinephrine transporter	SUBSTRATE	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 190-191, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:7066153, URL:http://europepmc.org/abstract/MED/7066153	CN\C(=N/C)\NCc1ccccc1
CHEMBL1201266	Lodoxamide	Small molecule	1993	S01GX05	S01GX05 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Other antiallergics]		Unknown	Mode of action not fully understood; it seems to inhibit calcium influx into mast cells, stabilizing them									Name:DailyMed, SrcID:setid=1b97597f-f2e7-4574-81a8-f35b769c957a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b97597f-f2e7-4574-81a8-f35b769c957a	OC(=O)C(=O)Nc1cc(cc(NC(=O)C(=O)O)c1Cl)C#N
CHEMBL1201268	Methscopolamine	Small molecule	1953	S01FA03; A03BB03	S01FA03 [Sensory Organs:Ophthalmologicals:Mydriatics And Cycloplegics:Anticholinergics]; A03BB03 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Belladonna And Derivatives, Plain:Belladonna alkaloids, semisynthetic, quaternary ammonium compounds]		Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=46e661aa-b1bd-465e-a800-03bd3455d7d1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=46e661aa-b1bd-465e-a800-03bd3455d7d1#nlm34090-1|Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718	C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4
CHEMBL1201286	Oxyphenonium	Small molecule	1982	A03AB53; A03AB03	A03AB53 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]; A03AB03 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]	-ium	Muscarinic acetylcholine receptor M3 antagonist	Indicated in mydriasis and regulating gastric secretion, M3 likely involved (main form in iris)		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:1907331, URL:http://europepmc.org/abstract/MED/1907331	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
CHEMBL1201293	Acamprosate	Small molecule	2004	N07BB03	N07BB03 [Nervous System:Other Nervous System Drugs:Drugs Used In Addictive Disorders:Drugs used in alcohol dependence]		GABA-A receptor; anion channel positive modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP		Likely allosteric but unclear whether benzodiazepine or barbiturate site involved	Name:FDA, SrcID:label/2012/021431s015lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021431s015lbl.pdf|Name:PubMed, SrcID:22346357, URL:http://europepmc.org/abstract/MED/22346357	CC(=O)NCCCS(=O)(=O)O
CHEMBL1201354	Tridihexethyl	Small molecule	1954	A03AB08	A03AB08 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]		Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:704660, URL:http://europepmc.org/abstract/MED/704660	CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2
CHEMBL1201627	Insulin Susp Isophane Semisynthetic Purified Human	Protein	1985				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201595	Laronidase	Enzyme	2003	A16AB05	A16AB05 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Enzymes]	-ase	Heparan sulfate hydrolytic enzyme	Replacement of alpha-L-iduronidase enzyme		CHEMBL2364677	Heparan sulfate	HYDROLYTIC ENZYME	Homo sapiens	OLIGOSACCHARIDE			Name:DailyMed, SrcID:setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1	
CHEMBL1201595	Laronidase	Enzyme	2003	A16AB05	A16AB05 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Enzymes]	-ase	Dermatan sulfate hydrolytic enzyme	Replacement of alpha-L-iduronidase enzyme		CHEMBL2364179	Dermatan sulfate	HYDROLYTIC ENZYME	Homo sapiens	OLIGOSACCHARIDE			Name:DailyMed, SrcID:setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1	
CHEMBL1201528	Vasopressin Tannate	Protein	1982			-pressin	Vasopressin V1a receptor agonist			CHEMBL1889	Vasopressin V1a receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=1b316ff5-b7f8-4509-acc4-fd263d0a1703, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b316ff5-b7f8-4509-acc4-fd263d0a1703|Name:IUPHAR, SrcID:2168, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=2168	
CHEMBL1201489	Seractide Acetate	Protein	1978			-tide	Melanocortin receptor 2 agonist	Is corticotropin		CHEMBL1965	Melanocortin receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/008372s044lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/008372s044lbl.pdf|Name:IUPHAR, SrcID:3633, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=3633	
CHEMBL1201666	Lepirudin	Protein	1998	B01AE02	B01AE02 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Direct thrombin inhibitors]	-irudin	Thrombin inhibitor			CHEMBL204	Thrombin	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2006/020807s011lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020807s011lbl.pdf	
CHEMBL1201611	Insulin Lispro Protamine Recombinant	Protein	1999				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=c8ecbd7a-0e22-4fc7-a503-faa58c1b6f3f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c8ecbd7a-0e22-4fc7-a503-faa58c1b6f3f	
CHEMBL1201629	Insulin Purified Beef	Protein	1980	A10AD02; A10AB02; A10AE02; A10AC02	A10AD02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Insulins And Analogues:Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting]; A10AB02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Insulins And Analogues:Insulins and analogues for injection, fast-acting ]; A10AE02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Insulins And Analogues:Insulins and analogues for injection, long-acting]; A10AC02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Insulins And Analogues:Insulins and analogues for injection, intermediate-acting ]		Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201444	Cryptenamine Acetates	Small molecule	1982				Unknown										Name:PubMed, SrcID:7192510, URL:http://europepmc.org/abstract/MED/7192510	
CHEMBL1201454	Alseroxylon	Small molecule	1982				Adrenergic receptor alpha antagonist			CHEMBL2095203	Adrenergic receptor alpha	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:0471-948470 PP. 174, URL:http://www.isbnsearch.org/isbn/0471948470|Name:PubMed, SrcID:13167106, URL:http://europepmc.org/abstract/MED/13167106|Name:PubMed, SrcID:7562902, URL:http://europepmc.org/abstract/MED/7562902	
CHEMBL1201586	Palivizumab	Antibody	1998	J06BB16	J06BB16 [Antiinfectives For Systemic Use:Immune Sera And Immunoglobulins:Immunoglobulins:Specific immunoglobulins]	-mab	Fusion glycoprotein F0 inhibitor	Pathogen target		CHEMBL2364165	Fusion glycoprotein F0	INHIBITOR	Human respiratory syncytial virus	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=8e35c4c8-bf56-458f-a73c-8f5733829788, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8e35c4c8-bf56-458f-a73c-8f5733829788	
CHEMBL1201604	Tositumomab	Antibody	2003			-mab	B-lymphocyte antigen CD20 inhibitor			CHEMBL2058	B-lymphocyte antigen CD20	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/125011s0126lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125011s0126lbl.pdf	
CHEMBL1201657	Heparin Sodium	Oligosaccharide	1939	C05BA03; C05BA53; S01XA14; B01AB01; B01AB51	C05BA03 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Heparins or heparinoids for topical use]; C05BA53 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Heparins or heparinoids for topical use]; S01XA14 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]; B01AB01 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Heparin group]; B01AB51 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Heparin group]	-parin	Antithrombin-III  activator	Inhibits coagulation by activating antithrombin III;  ATIII then binds to F10;		CHEMBL1950	Antithrombin-III	ACTIVATOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=cbc26e3c-aee9-4c0d-bdb1-bf350308fbce#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cbc26e3c-aee9-4c0d-bdb1-bf350308fbce#nlm34090-1|Name:ISBN, SrcID:9780702034718 PP. 299, URL:http://www.isbnsearch.org/isbn/9780702034718	
CHEMBL1201441	Colistimethate Sodium	Small molecule	1970				Cell membrane inhibitor	Disrupts cell membrane		CHEMBL2364031	Cell membrane	INHIBITOR	Bacteria	SUBCELLULAR			Name:DailyMed, SrcID:setid=dddcd6e6-09dd-4523-802e-21765e7abb5d#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dddcd6e6-09dd-4523-802e-21765e7abb5d#nlm34090-1	
CHEMBL1201639	Insulin Zinc Susp Beef	Protein	1982				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201635	Insulin Susp Isophane Beef/Pork	Protein	1966				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201573	Oprelvekin	Protein	1997	L03AC02	L03AC02 [Antineoplastic And Immunomodulating Agents:Immunostimulants:Immunostimulants:Interleukins]	-kin	Interleukin 11 receptor alpha agonist	complex with beta but only associcates on ligand binding so excluded		CHEMBL2050	Interleukin 11 receptor alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=6408f6b7-8794-4dd5-2db6-0b44660c586d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6408f6b7-8794-4dd5-2db6-0b44660c586d	
CHEMBL1201669	Pramlintide Acetate	Protein	2005			-tide	Amylin receptor AMY1, CALCR/RAMP1 agonist	Is amylin analogue, calcitonin receptor is binding site		CHEMBL2111189	Amylin receptor AMY1, CALCR/RAMP1	AGONIST	Homo sapiens	PROTEIN COMPLEX	Calcitonin receptor	Calcitonin receptor is binding site	Name:DailyMed, SrcID:setid=d2262f20-bedb-43d9-b274-6ce275b0a69e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2262f20-bedb-43d9-b274-6ce275b0a69e|Name:IUPHAR, SrcID:687, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=687	
CHEMBL1201577	Cetuximab	Antibody	2004	L01XC06	L01XC06 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Monoclonal antibodies]	-mab	Epidermal growth factor receptor erbB1 inhibitor			CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=8bc6397e-4bd8-4d37-a007-a327e4da34d9, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8bc6397e-4bd8-4d37-a007-a327e4da34d9	
CHEMBL1201540	Insulin Susp Isophane Recombinant Human	Protein	1982				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201561	Peginterferon Alfa-2b	Protein	2001	L03AB10; L03AB60	L03AB10 [Antineoplastic And Immunomodulating Agents:Immunostimulants:Immunostimulants:Interferons]; L03AB60 [Antineoplastic And Immunomodulating Agents:Immunostimulants:Immunostimulants:Interferons]	peg-	Interferon alpha/beta receptor agonist			CHEMBL2364170	Interferon alpha/beta receptor	AGONIST	Homo sapiens	PROTEIN COMPLEX		Alpha subunit is binding site	Name:DailyMed, SrcID:setid=de61685e-2b8c-4e22-84bb-869e13600440, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de61685e-2b8c-4e22-84bb-869e13600440|Name:PubMed, SrcID:17969444, URL:http://europepmc.org/abstract/MED/17969444	
CHEMBL1201717	Mecasermin Rinfabate	Protein	2005	H01AC05	H01AC05 [Systemic Hormonal Preparations, Excl. :Pituitary And Hypothalamic Hormones And Analogues:Anterior Pituitary Lobe Hormones And Analogues:Somatropin and somatropin agonists]	-ermin	Insulin-like growth factor I receptor agonist			CHEMBL1957	Insulin-like growth factor I receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a8b27a1b-a611-4f91-ad22-76d4b390c3ae, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a8b27a1b-a611-4f91-ad22-76d4b390c3ae	
CHEMBL1201716	Mecasermin	Protein	2005	H01AC03	H01AC03 [Systemic Hormonal Preparations, Excl. :Pituitary And Hypothalamic Hormones And Analogues:Anterior Pituitary Lobe Hormones And Analogues:Somatropin and somatropin agonists]	-ermin	Insulin-like growth factor I receptor agonist			CHEMBL1957	Insulin-like growth factor I receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a8b27a1b-a611-4f91-ad22-76d4b390c3ae, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a8b27a1b-a611-4f91-ad22-76d4b390c3ae	
CHEMBL1201776	Tapentadol	Small molecule	2008	N02AX06	N02AX06 [Nervous System:Analgesics:Opioids:Other opioids]	-adol	Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e921054f-b3f1-4624-8edd-f6628c6f0fd9#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e921054f-b3f1-4624-8edd-f6628c6f0fd9#nlm34090-1	CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1
CHEMBL1201776	Tapentadol	Small molecule	2008	N02AX06	N02AX06 [Nervous System:Analgesics:Opioids:Other opioids]	-adol	Norepinephrine transporter inhibitor			CHEMBL222	Norepinephrine transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e921054f-b3f1-4624-8edd-f6628c6f0fd9#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e921054f-b3f1-4624-8edd-f6628c6f0fd9#nlm34090-1	CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1
CHEMBL1201821	Palifermin	Protein	2005	V03AF08	V03AF08 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Detoxifying agents for antineoplastic treatment]	-ermin	Fibroblast growth factor receptor 2 agonist			CHEMBL4142	Fibroblast growth factor receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2013/125103s146lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125103s146lbl.pdf|Name:PubMed, SrcID:16597617, URL:http://europepmc.org/abstract/MED/16597617	
CHEMBL1201827	Panitumumab	Antibody	2006	L01XC08	L01XC08 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Monoclonal antibodies]	-mab	Epidermal growth factor receptor erbB1 inhibitor			CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e0fa4bca-f245-4d92-ae29-b0c630a315c2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e0fa4bca-f245-4d92-ae29-b0c630a315c2	
CHEMBL1201866	Liraglutide	Protein	2010	A10BX07	A10BX07 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Other blood glucose lowering drugs, excl. insulins]	-tide	Glucagon-like peptide 1 receptor agonist			CHEMBL1784	Glucagon-like peptide 1 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4	
CHEMBL1201867	Ferumoxytol	Unknown	2009				Unknown										Name:DailyMed, SrcID:setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1	
